Age,Gender,Education,Person Income,Employee Experience,Home Ownership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Is Rejected
23,male,Associate,38068,0,RENT,7200,DEBTCONSOLIDATION,14.54,0.19,3,648,1
24,male,Bachelor,45766,1,RENT,7200,EDUCATION,8.9,0.16,4,584,0
23,female,Bachelor,46776,1,RENT,7200,DEBTCONSOLIDATION,7.9,0.15,4,717,0
24,female,Bachelor,59465,4,MORTGAGE,5000,MEDICAL,12.18,0.08,3,597,1
26,male,Bachelor,46806,6,RENT,7200,MEDICAL,9.91,0.15,2,600,0
22,male,Bachelor,49047,0,RENT,7200,EDUCATION,17.58,0.15,2,710,0
26,female,Doctorate,66910,5,MORTGAGE,7000,VENTURE,12.53,0.1,4,566,0
25,female,Associate,66911,1,MORTGAGE,2000,DEBTCONSOLIDATION,13.22,0.03,2,573,0
23,female,High School,67070,0,OWN,18500,MEDICAL,13.16,0.28,4,562,0
24,male,Bachelor,53153,3,RENT,7200,MEDICAL,13.49,0.14,4,672,0
22,male,Associate,47813,1,RENT,7200,HOMEIMPROVEMENT,9.45,0.15,3,572,1
23,male,Associate,58502,0,RENT,7200,PERSONAL,11.71,0.12,2,581,0
25,male,Master,66641,0,MORTGAGE,14000,EDUCATION,15.68,0.21,4,667,0
22,female,High School,59683,0,MORTGAGE,10000,EDUCATION,8.0,0.17,2,597,1
23,female,Associate,66822,1,OTHER,4000,VENTURE,9.32,0.06,2,689,0
22,male,Master,59634,3,MORTGAGE,5000,VENTURE,11.28,0.08,4,687,1
24,female,Master,61174,3,RENT,7200,DEBTCONSOLIDATION,12.84,0.12,3,609,0
24,female,Bachelor,59776,2,OTHER,20000,PERSONAL,11.34,0.33,4,668,1
25,female,Master,60522,7,RENT,7200,PERSONAL,10.38,0.12,2,664,1
23,female,Master,60843,1,RENT,7200,MEDICAL,17.58,0.12,2,539,1
23,female,Bachelor,61864,2,RENT,7200,DEBTCONSOLIDATION,14.67,0.12,3,646,1
24,female,Associate,67572,1,MORTGAGE,16000,PERSONAL,11.49,0.24,2,672,0
24,male,Master,72906,0,RENT,7200,VENTURE,8.49,0.1,2,666,0
25,male,High School,67098,4,MORTGAGE,4225,EDUCATION,12.42,0.06,2,570,0
26,male,High School,72773,0,RENT,7200,VENTURE,11.14,0.1,2,667,0
25,male,Master,72789,5,RENT,7200,HOMEIMPROVEMENT,13.48,0.1,4,611,0
22,female,Bachelor,72895,0,RENT,7200,EDUCATION,12.87,0.1,3,648,0
22,female,High School,59865,0,MORTGAGE,6500,MEDICAL,12.68,0.11,2,635,1
23,male,Master,73111,4,RENT,7200,EDUCATION,13.22,0.1,4,663,0
21,male,Bachelor,67289,0,MORTGAGE,8900,VENTURE,6.17,0.13,2,670,0
24,male,Master,60126,2,MORTGAGE,2500,MEDICAL,11.01,0.04,2,680,1
21,male,Associate,74302,0,RENT,7200,EDUCATION,10.99,0.1,3,651,0
23,male,Bachelor,66992,0,MORTGAGE,2000,DEBTCONSOLIDATION,11.86,0.03,3,645,0
23,male,Master,75492,3,RENT,7200,EDUCATION,7.9,0.1,3,676,1
23,male,Associate,83116,3,RENT,7200,EDUCATION,14.72,0.09,2,645,0
26,male,Bachelor,60702,3,MORTGAGE,15250,VENTURE,13.11,0.25,3,654,1
23,male,Master,60802,0,MORTGAGE,16000,DEBTCONSOLIDATION,14.54,0.26,2,724,1
23,male,Bachelor,97161,2,RENT,7200,DEBTCONSOLIDATION,8.9,0.07,2,650,0
23,male,Associate,97746,5,RENT,7200,DEBTCONSOLIDATION,9.25,0.07,4,635,0
24,male,High School,67574,0,MORTGAGE,11700,HOMEIMPROVEMENT,13.57,0.17,2,608,0
23,female,Bachelor,60541,0,MORTGAGE,12000,PERSONAL,7.29,0.2,3,555,1
24,male,Bachelor,67958,1,MORTGAGE,7875,DEBTCONSOLIDATION,10.65,0.12,3,671,0
25,female,Bachelor,89072,0,RENT,7200,PERSONAL,14.96,0.08,3,611,1
24,male,Bachelor,67941,0,MORTGAGE,3200,VENTURE,7.68,0.05,3,664,0
25,female,High School,61178,3,MORTGAGE,2100,EDUCATION,11.49,0.03,3,590,1
23,male,High School,61376,5,MORTGAGE,4800,MEDICAL,10.37,0.08,2,596,1
25,male,Associate,67888,2,MORTGAGE,10250,PERSONAL,14.65,0.15,4,631,0
26,male,Bachelor,134026,2,RENT,7200,HOMEIMPROVEMENT,12.18,0.05,3,625,0
25,female,Master,179789,1,RENT,7200,MEDICAL,11.01,0.04,2,653,0
25,female,Bachelor,75750,2,RENT,7250,HOMEIMPROVEMENT,10.65,0.1,4,592,0
26,female,Associate,68379,5,MORTGAGE,6000,DEBTCONSOLIDATION,15.23,0.09,4,674,0
25,male,High School,32871,3,RENT,7300,MEDICAL,11.14,0.22,3,674,0
24,male,Bachelor,68603,3,MORTGAGE,19125,HOMEIMPROVEMENT,13.99,0.28,3,658,0
25,female,High School,60597,3,MORTGAGE,12800,PERSONAL,7.49,0.21,4,672,1
22,male,Master,68261,1,MORTGAGE,9000,MEDICAL,10.59,0.13,2,655,0
24,male,High School,68047,3,MORTGAGE,15000,EDUCATION,8.49,0.22,2,596,0
22,male,High School,56147,2,RENT,7300,VENTURE,7.88,0.13,2,631,0
23,male,Associate,61475,5,MORTGAGE,7500,MEDICAL,15.62,0.12,3,693,1
24,male,Bachelor,67986,1,MORTGAGE,5250,EDUCATION,12.87,0.08,2,618,0
25,female,Bachelor,65510,4,RENT,7300,EDUCATION,8.0,0.11,4,584,0
23,female,High School,116311,2,RENT,7300,EDUCATION,8.49,0.06,4,605,0
23,male,Bachelor,67987,0,MORTGAGE,6000,VENTURE,5.99,0.09,2,599,0
22,male,Associate,68299,0,MORTGAGE,20000,DEBTCONSOLIDATION,10.99,0.29,4,648,0
24,female,Bachelor,15935,2,RENT,7350,VENTURE,6.92,0.46,2,710,1
24,female,High School,40585,3,RENT,7350,MEDICAL,11.71,0.18,3,670,0
23,male,Bachelor,68104,5,OWN,20000,EDUCATION,11.01,0.29,3,658,0
23,male,Bachelor,51511,1,RENT,7400,EDUCATION,11.01,0.14,3,671,0
25,female,High School,51352,4,RENT,7400,EDUCATION,16.32,0.14,4,686,1
24,female,Bachelor,53990,0,RENT,7400,PERSONAL,13.99,0.14,4,624,1
21,female,High School,68287,0,MORTGAGE,5600,MEDICAL,10.37,0.08,4,664,0
25,female,Bachelor,70878,7,RENT,7400,EDUCATION,10.36,0.1,2,637,0
21,male,Master,16145,0,RENT,7500,EDUCATION,7.05,0.46,4,521,1
22,male,Associate,68228,0,MORTGAGE,4750,PERSONAL,7.14,0.07,2,641,0
24,male,Associate,26031,0,RENT,7500,VENTURE,7.88,0.29,3,666,1
23,female,High School,25722,0,RENT,7500,DEBTCONSOLIDATION,6.91,0.29,4,510,1
23,male,Bachelor,26467,0,RENT,7500,PERSONAL,7.14,0.28,3,609,1
25,male,Associate,26816,0,RENT,7500,MEDICAL,11.34,0.28,2,551,1
22,female,High School,28354,0,RENT,7500,MEDICAL,9.76,0.26,4,588,1
24,male,High School,28862,4,RENT,7500,EDUCATION,13.24,0.26,2,700,1
25,male,Associate,30933,1,RENT,7500,EDUCATION,12.98,0.24,3,533,0
22,female,Master,30847,0,RENT,7500,PERSONAL,7.51,0.24,4,688,0
22,male,Master,31489,0,RENT,7500,MEDICAL,14.96,0.24,3,510,1
23,male,Associate,68032,0,MORTGAGE,13750,PERSONAL,18.43,0.2,2,669,0
23,female,Associate,32740,2,RENT,7500,VENTURE,12.73,0.23,4,647,0
25,female,Associate,34756,0,RENT,7500,EDUCATION,15.33,0.22,3,604,1
21,male,Associate,37155,0,RENT,7500,VENTURE,9.99,0.2,4,614,0
23,male,Bachelor,37020,4,RENT,7500,DEBTCONSOLIDATION,11.01,0.2,4,688,0
21,female,Bachelor,37028,0,RENT,7500,EDUCATION,11.83,0.2,4,666,0
26,female,High School,36877,0,RENT,7500,PERSONAL,14.75,0.2,3,609,1
23,female,Master,37025,2,RENT,7500,PERSONAL,13.24,0.2,3,569,1
21,female,High School,36804,0,RENT,7500,MEDICAL,10.75,0.2,4,621,0
22,male,High School,39330,0,RENT,7500,EDUCATION,13.11,0.19,2,585,0
26,female,Master,38989,4,RENT,7500,MEDICAL,13.79,0.19,3,695,0
26,male,Bachelor,41611,2,RENT,7500,DEBTCONSOLIDATION,7.9,0.18,3,604,1
22,female,Associate,67823,0,OWN,12000,EDUCATION,13.98,0.18,3,579,0
22,female,Associate,42433,0,RENT,7500,HOMEIMPROVEMENT,15.05,0.18,2,617,1
26,female,Bachelor,68324,3,MORTGAGE,20000,EDUCATION,13.57,0.29,4,669,0
26,female,Master,68648,4,OWN,10000,MEDICAL,9.32,0.15,3,721,0
21,male,Bachelor,35675,0,RENT,7500,MEDICAL,11.01,0.21,2,619,1
24,female,High School,61403,5,MORTGAGE,6000,EDUCATION,15.62,0.1,2,674,1
25,male,Master,44481,0,RENT,7500,DEBTCONSOLIDATION,13.49,0.17,4,605,0
26,male,Associate,37199,6,RENT,7500,PERSONAL,12.18,0.2,3,650,1
22,female,High School,45203,4,RENT,7500,EDUCATION,14.84,0.17,3,596,0
25,male,High School,61418,1,MORTGAGE,12000,DEBTCONSOLIDATION,16.89,0.2,4,640,1
25,male,Bachelor,46139,2,RENT,7500,PERSONAL,8.32,0.16,4,663,0
22,male,High School,46437,1,RENT,7500,PERSONAL,5.79,0.16,4,639,0
23,male,High School,46550,2,RENT,7500,MEDICAL,7.88,0.16,4,652,0
22,female,Master,40146,2,RENT,7500,VENTURE,14.27,0.19,2,669,1
23,female,Associate,68851,1,MORTGAGE,9800,MEDICAL,11.01,0.14,2,615,0
22,male,Associate,49224,3,RENT,7500,PERSONAL,11.86,0.15,3,650,0
23,female,Master,49043,0,RENT,7500,VENTURE,12.69,0.15,2,703,0
23,male,High School,68765,3,MORTGAGE,12000,EDUCATION,5.42,0.17,2,556,0
26,female,Bachelor,68954,2,MORTGAGE,6000,DEBTCONSOLIDATION,9.63,0.09,4,703,0
26,male,High School,68949,3,MORTGAGE,2500,DEBTCONSOLIDATION,11.01,0.04,3,645,0
22,male,Bachelor,42029,0,RENT,7500,MEDICAL,12.53,0.18,4,630,1
22,male,Associate,50218,0,RENT,7500,VENTURE,9.63,0.15,2,635,0
26,male,High School,51447,5,RENT,7500,DEBTCONSOLIDATION,10.25,0.15,4,595,0
21,female,Bachelor,69543,2,OWN,8000,PERSONAL,10.65,0.12,3,632,0
23,male,Bachelor,44325,0,RENT,7500,PERSONAL,12.61,0.17,2,656,1
21,male,High School,45480,0,RENT,7500,HOMEIMPROVEMENT,14.84,0.16,2,658,1
25,male,Bachelor,69240,5,MORTGAGE,13000,PERSONAL,8.9,0.19,2,709,0
25,male,High School,62177,4,MORTGAGE,5500,DEBTCONSOLIDATION,16.77,0.09,2,670,1
25,female,Associate,48066,3,RENT,7500,MEDICAL,15.62,0.16,2,543,1
26,male,Master,69460,8,MORTGAGE,9000,MEDICAL,12.99,0.13,4,701,0
23,female,Bachelor,54846,0,RENT,7500,EDUCATION,15.37,0.14,4,624,0
22,male,High School,48144,2,RENT,7500,VENTURE,11.01,0.16,4,569,1
23,female,Master,69454,4,MORTGAGE,9250,PERSONAL,5.99,0.13,4,671,0
25,female,Associate,69704,1,OWN,12000,MEDICAL,10.59,0.17,3,567,0
22,female,Bachelor,51430,0,RENT,7500,DEBTCONSOLIDATION,17.04,0.15,2,678,1
24,male,Bachelor,69439,3,MORTGAGE,8000,EDUCATION,5.42,0.12,3,680,0
24,male,Associate,69161,1,MORTGAGE,14000,VENTURE,14.91,0.2,4,630,0
22,male,Master,52351,3,RENT,7500,VENTURE,14.96,0.14,3,606,1
21,female,Master,53857,0,RENT,7500,MEDICAL,7.9,0.14,3,600,1
26,female,Associate,53824,2,RENT,7500,HOMEIMPROVEMENT,16.4,0.14,3,627,1
25,female,High School,53658,3,RENT,7500,MEDICAL,13.92,0.14,3,599,1
23,male,Bachelor,53620,3,RENT,7500,VENTURE,16.0,0.14,4,645,1
22,male,Master,62374,0,MORTGAGE,12000,HOMEIMPROVEMENT,11.86,0.19,3,668,1
24,male,High School,60736,1,RENT,7500,HOMEIMPROVEMENT,10.01,0.12,3,623,0
22,female,Associate,69352,1,MORTGAGE,7000,EDUCATION,7.14,0.1,3,647,0
26,male,Bachelor,62590,3,MORTGAGE,7000,MEDICAL,15.21,0.11,4,700,1
22,male,High School,69518,0,MORTGAGE,7500,PERSONAL,11.86,0.11,3,677,0
22,female,Bachelor,54578,1,RENT,7500,DEBTCONSOLIDATION,8.49,0.14,4,629,1
26,female,Associate,62230,5,MORTGAGE,13000,MEDICAL,15.33,0.21,3,597,1
23,male,Master,63662,3,RENT,7500,VENTURE,10.38,0.12,2,690,0
24,female,Bachelor,61977,1,MORTGAGE,12000,DEBTCONSOLIDATION,11.01,0.19,3,624,1
26,male,High School,69420,1,MORTGAGE,2500,VENTURE,11.58,0.04,3,616,0
24,male,Bachelor,69251,3,OWN,9000,EDUCATION,8.0,0.13,4,700,0
24,male,Master,69454,2,MORTGAGE,5500,VENTURE,8.0,0.08,3,680,0
24,male,Bachelor,66430,4,RENT,7500,HOMEIMPROVEMENT,12.53,0.11,2,590,0
25,female,Associate,69364,2,OWN,900,MEDICAL,8.63,0.01,4,619,0
22,male,Associate,63872,0,RENT,7500,HOMEIMPROVEMENT,11.01,0.12,4,664,1
21,male,Associate,69942,0,MORTGAGE,8000,MEDICAL,7.49,0.11,3,622,0
25,male,Associate,64591,3,RENT,7500,MEDICAL,12.92,0.12,4,610,1
24,male,Bachelor,69858,0,MORTGAGE,4000,PERSONAL,6.76,0.06,3,631,0
22,male,Bachelor,72912,0,RENT,7500,PERSONAL,6.17,0.1,3,666,0
25,female,Bachelor,70001,3,MORTGAGE,12275,MEDICAL,11.01,0.18,3,683,0
25,male,Bachelor,62820,3,OTHER,13000,MEDICAL,16.07,0.21,2,642,1
23,female,High School,69814,0,MORTGAGE,10000,PERSONAL,8.59,0.14,2,642,0
26,male,Master,69762,1,MORTGAGE,3500,DEBTCONSOLIDATION,5.42,0.05,4,650,0
24,male,Bachelor,82669,0,RENT,7500,PERSONAL,11.99,0.09,2,690,0
23,male,Bachelor,70072,0,MORTGAGE,10000,DEBTCONSOLIDATION,6.03,0.14,4,645,0
23,male,High School,63184,0,MORTGAGE,4800,PERSONAL,10.99,0.08,3,625,1
24,female,High School,70014,1,MORTGAGE,3300,HOMEIMPROVEMENT,5.42,0.05,4,662,0
23,male,Associate,76221,1,RENT,7500,HOMEIMPROVEMENT,11.97,0.1,4,579,1
23,male,High School,77774,0,RENT,7500,HOMEIMPROVEMENT,13.55,0.1,3,641,1
23,female,High School,69887,1,MORTGAGE,5000,PERSONAL,5.79,0.07,3,648,0
21,male,High School,87829,0,RENT,7500,EDUCATION,13.22,0.09,3,516,0
23,female,Associate,70216,0,MORTGAGE,4000,DEBTCONSOLIDATION,11.01,0.06,3,616,0
22,female,High School,87472,0,RENT,7500,EDUCATION,11.41,0.09,3,646,0
25,male,Associate,69946,2,MORTGAGE,7000,PERSONAL,7.88,0.1,3,673,0
23,female,Bachelor,70228,1,MORTGAGE,10000,EDUCATION,13.11,0.14,3,593,0
25,female,Bachelor,71389,4,RENT,7500,MEDICAL,15.37,0.11,4,672,1
25,male,Associate,90174,2,RENT,7500,DEBTCONSOLIDATION,12.61,0.08,4,615,1
25,male,Associate,69945,5,MORTGAGE,9000,HOMEIMPROVEMENT,11.01,0.13,3,647,0
22,female,Bachelor,92689,0,RENT,7500,HOMEIMPROVEMENT,13.24,0.08,4,592,1
23,male,High School,69979,4,MORTGAGE,7000,EDUCATION,7.14,0.1,4,639,0
22,female,High School,80948,0,RENT,7500,MEDICAL,14.96,0.09,2,634,1
24,male,Bachelor,96374,0,RENT,7500,VENTURE,16.89,0.08,4,693,1
23,male,High School,139216,0,RENT,7500,DEBTCONSOLIDATION,11.28,0.05,4,623,0
26,female,Bachelor,130548,5,RENT,7500,DEBTCONSOLIDATION,16.77,0.06,3,693,1
24,female,High School,70952,3,MORTGAGE,2400,HOMEIMPROVEMENT,11.89,0.03,4,654,0
25,female,High School,150899,2,RENT,7500,HOMEIMPROVEMENT,12.69,0.05,4,653,0
26,male,Associate,63092,4,MORTGAGE,6500,MEDICAL,15.68,0.1,4,673,1
23,male,High School,70786,0,MORTGAGE,7200,DEBTCONSOLIDATION,11.01,0.1,2,638,0
24,male,Master,25319,0,RENT,7550,VENTURE,14.79,0.3,4,623,1
24,male,Associate,70333,0,MORTGAGE,11000,EDUCATION,16.77,0.16,4,631,0
26,male,Associate,69425,5,RENT,7550,MEDICAL,9.99,0.11,3,685,1
24,female,Associate,70355,3,MORTGAGE,15000,PERSONAL,11.01,0.21,4,641,0
25,male,Bachelor,65561,1,RENT,7575,HOMEIMPROVEMENT,6.99,0.12,4,642,0
22,female,Master,63645,2,MORTGAGE,14825,DEBTCONSOLIDATION,15.62,0.23,3,583,1
25,male,High School,47700,4,RENT,7600,MEDICAL,12.84,0.16,3,577,1
22,male,Associate,60043,0,RENT,7600,EDUCATION,15.62,0.13,4,620,1
25,female,Associate,74921,2,RENT,7600,VENTURE,13.23,0.1,4,640,1
21,male,Associate,70565,0,MORTGAGE,4500,EDUCATION,6.92,0.06,4,638,0
24,male,Bachelor,93041,3,RENT,7600,HOMEIMPROVEMENT,12.61,0.08,2,644,0
23,male,High School,69268,0,RENT,7650,VENTURE,11.71,0.11,4,651,0
26,female,Bachelor,70667,4,MORTGAGE,3000,PERSONAL,6.92,0.04,4,631,0
25,male,Master,79153,1,RENT,7675,PERSONAL,15.33,0.1,3,641,0
22,female,Associate,29178,0,RENT,7700,EDUCATION,5.99,0.26,2,588,1
24,female,Bachelor,63488,6,MORTGAGE,5000,EDUCATION,15.28,0.08,4,581,1
25,male,Associate,29878,7,RENT,7700,PERSONAL,8.9,0.26,3,690,1
24,male,High School,70440,2,MORTGAGE,8000,EDUCATION,13.43,0.11,4,671,0
23,male,Master,36732,4,RENT,7700,PERSONAL,16.77,0.21,4,647,1
22,male,High School,70461,0,MORTGAGE,11050,MEDICAL,6.54,0.16,4,645,0
24,female,Associate,116447,2,RENT,7700,EDUCATION,12.53,0.07,4,645,0
22,female,High School,24848,0,RENT,7750,EDUCATION,14.83,0.31,3,583,1
22,male,High School,28467,0,RENT,7750,EDUCATION,11.01,0.27,4,582,1
24,female,Associate,29862,0,RENT,7750,HOMEIMPROVEMENT,17.27,0.26,3,661,1
26,male,Bachelor,30122,0,RENT,7750,DEBTCONSOLIDATION,14.35,0.26,3,656,1
23,female,High School,70378,3,OWN,6400,MEDICAL,13.48,0.09,3,663,0
21,male,High School,32433,2,RENT,7750,MEDICAL,16.7,0.24,2,663,1
26,female,Master,36579,7,RENT,7750,MEDICAL,9.62,0.21,4,709,0
24,female,Master,41021,2,RENT,7750,VENTURE,11.01,0.19,2,703,1
23,female,Bachelor,35829,4,RENT,7750,MEDICAL,14.59,0.22,3,596,1
23,female,Bachelor,70089,0,MORTGAGE,9600,EDUCATION,7.51,0.14,3,647,0
22,female,Associate,63365,0,MORTGAGE,6000,VENTURE,11.01,0.09,3,668,1
23,female,Bachelor,63707,0,MORTGAGE,5000,PERSONAL,11.48,0.08,2,627,1
22,female,Master,58359,0,RENT,7750,PERSONAL,7.74,0.13,2,656,0
25,male,Bachelor,59823,1,RENT,7750,MEDICAL,9.63,0.13,4,678,0
25,male,Master,120770,1,RENT,7750,PERSONAL,9.99,0.06,4,591,1
24,female,High School,70474,0,MORTGAGE,3500,HOMEIMPROVEMENT,7.68,0.05,2,643,0
23,female,Bachelor,40465,1,RENT,7800,PERSONAL,10.95,0.19,2,647,1
24,female,High School,41187,5,RENT,7800,PERSONAL,16.49,0.19,4,649,1
21,male,Bachelor,41913,0,RENT,7800,DEBTCONSOLIDATION,13.79,0.19,2,612,1
23,female,High School,70482,0,OTHER,16000,VENTURE,12.21,0.23,4,626,0
22,female,High School,70373,3,OTHER,15000,DEBTCONSOLIDATION,13.79,0.21,4,669,0
22,female,Master,63603,0,MORTGAGE,10000,EDUCATION,13.87,0.16,2,665,1
26,male,Associate,70820,2,MORTGAGE,6000,VENTURE,10.25,0.08,2,649,0
24,male,High School,59542,1,RENT,7800,VENTURE,15.62,0.13,2,528,1
22,male,Associate,73022,0,RENT,7800,VENTURE,15.21,0.11,4,645,0
23,male,Master,71833,1,RENT,7800,DEBTCONSOLIDATION,15.99,0.11,3,629,1
24,female,Associate,32598,4,RENT,7850,MEDICAL,9.96,0.24,2,667,0
22,female,Master,39262,3,RENT,7875,PERSONAL,14.91,0.2,2,667,1
23,female,Associate,71471,2,MORTGAGE,7800,PERSONAL,7.9,0.11,4,586,0
22,female,Associate,64283,0,MORTGAGE,19200,DEBTCONSOLIDATION,17.26,0.3,4,675,1
23,female,Master,36812,3,RENT,7925,DEBTCONSOLIDATION,15.27,0.22,4,660,0
26,female,Associate,64078,5,MORTGAGE,3000,HOMEIMPROVEMENT,10.95,0.05,4,675,1
21,female,Associate,61736,0,RENT,7950,VENTURE,10.99,0.13,3,576,0
22,male,High School,71278,0,MORTGAGE,5100,EDUCATION,10.99,0.07,4,529,0
22,male,Associate,18420,0,RENT,8000,HOMEIMPROVEMENT,9.99,0.43,4,609,1
21,female,Bachelor,19931,0,RENT,8000,HOMEIMPROVEMENT,7.51,0.4,4,675,1
24,male,Associate,19837,1,RENT,8000,HOMEIMPROVEMENT,13.57,0.4,2,675,1
22,female,Associate,24211,0,RENT,8000,HOMEIMPROVEMENT,16.29,0.33,3,663,1
22,female,High School,71582,0,MORTGAGE,9500,PERSONAL,6.76,0.13,3,575,0
24,female,Associate,24202,0,RENT,8000,HOMEIMPROVEMENT,13.61,0.33,3,664,1
22,female,Associate,24885,3,RENT,8000,MEDICAL,11.01,0.32,4,657,1
24,female,High School,24712,2,RENT,8000,EDUCATION,10.99,0.32,4,677,1
21,male,Associate,24837,3,RENT,8000,MEDICAL,12.21,0.32,4,695,1
24,female,Associate,25576,4,RENT,8000,MEDICAL,12.41,0.31,4,627,1
23,female,High School,64623,0,MORTGAGE,6000,DEBTCONSOLIDATION,10.65,0.09,3,647,1
25,female,Associate,71678,5,MORTGAGE,6000,HOMEIMPROVEMENT,6.99,0.08,3,652,0
22,male,Master,26299,0,RENT,8000,EDUCATION,16.77,0.3,2,670,1
23,male,Associate,71477,0,MORTGAGE,13000,EDUCATION,5.42,0.18,4,561,0
26,male,Associate,71900,3,MORTGAGE,7800,VENTURE,6.99,0.11,2,645,0
25,male,Associate,64838,3,MORTGAGE,10625,MEDICAL,11.01,0.16,4,584,1
22,male,Bachelor,26946,0,RENT,8000,MEDICAL,11.49,0.3,3,597,1
24,female,Associate,64745,0,MORTGAGE,5000,MEDICAL,15.62,0.08,4,664,1
21,female,Bachelor,64574,0,MORTGAGE,14400,PERSONAL,7.49,0.22,2,648,1
25,male,Master,27236,6,RENT,8000,HOMEIMPROVEMENT,13.98,0.29,2,597,1
24,male,High School,27589,1,RENT,8000,EDUCATION,13.23,0.29,2,550,1
22,female,Bachelor,64462,1,MORTGAGE,25000,EDUCATION,13.8,0.39,3,631,1
24,male,Bachelor,28361,3,RENT,8000,HOMEIMPROVEMENT,13.49,0.28,4,624,1
25,female,Associate,28155,3,RENT,8000,HOMEIMPROVEMENT,14.46,0.28,2,565,1
23,female,Master,28791,4,RENT,8000,DEBTCONSOLIDATION,11.01,0.28,4,630,1
22,male,Associate,28812,2,RENT,8000,MEDICAL,8.59,0.28,2,650,1
22,male,High School,30090,2,RENT,8000,EDUCATION,11.01,0.27,2,524,1
25,female,High School,71882,2,OWN,5000,HOMEIMPROVEMENT,6.17,0.07,2,634,0
23,male,Bachelor,29592,5,RENT,8000,PERSONAL,7.29,0.27,2,619,1
26,male,Master,71588,5,MORTGAGE,3500,EDUCATION,10.99,0.05,2,663,0
26,female,High School,30931,2,RENT,8000,MEDICAL,11.71,0.26,4,652,1
25,female,Associate,30664,4,RENT,8000,HOMEIMPROVEMENT,12.42,0.26,3,622,1
22,male,High School,31069,0,RENT,8000,VENTURE,10.74,0.26,4,670,1
23,male,Bachelor,31187,1,RENT,8000,PERSONAL,13.61,0.26,4,577,1
22,male,High School,30897,1,RENT,8000,EDUCATION,11.36,0.26,2,618,1
23,male,High School,31019,0,RENT,8000,DEBTCONSOLIDATION,12.73,0.26,4,605,1
26,male,Master,71926,3,MORTGAGE,7000,PERSONAL,10.0,0.1,2,585,0
22,female,Associate,32047,4,RENT,8000,EDUCATION,11.99,0.25,4,672,1
25,male,Bachelor,32195,1,RENT,8000,MEDICAL,12.87,0.25,4,520,1
23,female,Bachelor,34577,1,RENT,8000,HOMEIMPROVEMENT,17.58,0.23,4,647,1
25,female,High School,72385,2,MORTGAGE,18500,EDUCATION,12.73,0.26,2,512,0
26,female,Master,72324,4,MORTGAGE,5100,PERSONAL,10.37,0.07,4,668,0
21,male,High School,34715,2,RENT,8000,DEBTCONSOLIDATION,7.51,0.23,4,653,0
21,male,Bachelor,34819,0,RENT,8000,EDUCATION,10.99,0.23,2,647,1
25,female,Master,72335,3,MORTGAGE,10000,PERSONAL,13.61,0.14,2,590,0
22,male,High School,65733,1,MORTGAGE,8600,DEBTCONSOLIDATION,19.42,0.13,2,583,1
26,male,Bachelor,65654,1,MORTGAGE,8500,VENTURE,14.79,0.13,3,643,1
23,female,High School,65651,1,MORTGAGE,15000,EDUCATION,16.63,0.23,2,608,1
23,female,Bachelor,37100,0,RENT,8000,EDUCATION,12.42,0.22,2,657,0
26,female,Associate,37153,3,RENT,8000,EDUCATION,9.91,0.22,2,616,1
23,male,Bachelor,36642,3,RENT,8000,MEDICAL,13.49,0.22,2,559,0
26,male,High School,65969,7,MORTGAGE,3600,HOMEIMPROVEMENT,12.69,0.05,4,684,1
22,male,Associate,37252,0,RENT,8000,VENTURE,11.01,0.21,3,553,1
24,male,Master,36920,3,RENT,8000,PERSONAL,9.25,0.22,2,692,0
26,female,High School,36927,3,RENT,8000,MEDICAL,13.98,0.22,2,667,0
24,male,Bachelor,37458,2,RENT,8000,VENTURE,14.26,0.21,2,575,0
23,female,High School,73081,0,MORTGAGE,10000,EDUCATION,6.03,0.14,3,631,0
22,female,Bachelor,36951,3,RENT,8000,PERSONAL,9.32,0.22,4,597,0
21,female,Master,37001,0,RENT,8000,EDUCATION,11.01,0.22,2,607,0
26,male,Bachelor,37824,0,RENT,8000,HOMEIMPROVEMENT,14.27,0.21,3,653,1
24,female,Bachelor,38031,2,RENT,8000,MEDICAL,11.49,0.21,2,652,0
23,male,Master,38607,0,RENT,8000,VENTURE,11.49,0.21,4,662,0
23,female,Bachelor,65683,0,MORTGAGE,21200,EDUCATION,12.42,0.32,2,600,1
26,female,Associate,73106,0,MORTGAGE,12000,HOMEIMPROVEMENT,10.65,0.16,2,511,0
24,male,Master,65636,0,MORTGAGE,6300,HOMEIMPROVEMENT,14.65,0.1,2,659,1
22,male,High School,41730,0,RENT,8000,DEBTCONSOLIDATION,10.51,0.19,3,556,1
23,female,Bachelor,72804,0,MORTGAGE,7000,MEDICAL,7.9,0.1,4,590,0
24,female,Master,35866,0,RENT,8000,HOMEIMPROVEMENT,12.42,0.22,2,628,1
23,male,Bachelor,72961,3,MORTGAGE,3000,MEDICAL,8.9,0.04,4,637,0
23,male,High School,73230,0,MORTGAGE,12000,PERSONAL,10.65,0.16,2,702,0
23,male,Master,72918,0,MORTGAGE,25600,EDUCATION,11.01,0.35,4,674,0
22,female,High School,72621,2,MORTGAGE,10000,PERSONAL,8.9,0.14,4,664,0
22,male,High School,43269,0,RENT,8000,EDUCATION,7.29,0.18,2,616,0
23,male,High School,73123,2,MORTGAGE,15000,EDUCATION,7.9,0.21,3,502,0
